timestamp,server_id,role,region,cpu_usage_pct,memory_usage_pct,disk_io_mbs,network_latency_ms,packet_loss_pct,error_rate_5xx,active_connections,temperature_celsius,incident_type,is_anomaly,failure_within_1h
2026-08-10 09:36:00,srv-web-02,Web Server,sa-east-1,34.48,41.65,22.16,31.25,0.059,0.013,247,53.7,None,0,0
2026-08-10 09:44:00,srv-web-02,Web Server,sa-east-1,34.81,42.92,30.32,29.92,0.033,0.013,219,56.2,None,0,0
2026-08-10 09:52:00,srv-web-02,Web Server,sa-east-1,36.39,47.26,26.43,31.13,0.02,0.012,200,55.0,None,0,0
2026-08-10 10:00:00,srv-web-02,Web Server,sa-east-1,37.53,44.01,24.6,34.46,0.034,0.005,189,51.2,None,0,0
2026-08-10 10:08:00,srv-web-02,Web Server,sa-east-1,35.78,44.18,23.63,32.37,0.007,0.026,194,55.3,None,0,0
2026-08-10 10:16:00,srv-web-02,Web Server,sa-east-1,42.49,45.43,27.64,34.59,0.005,0.004,253,54.4,None,0,0
2026-08-10 10:24:00,srv-web-02,Web Server,sa-east-1,37.36,42.08,26.81,33.83,0.039,0.006,252,56.2,None,0,0
2026-08-10 10:32:00,srv-web-02,Web Server,sa-east-1,37.78,45.97,32.15,30.3,0.008,0.012,231,54.3,None,0,0
2026-08-10 10:40:00,srv-web-02,Web Server,sa-east-1,36.21,46.23,21.83,31.89,0.038,0.017,266,54.5,None,0,0
2026-08-10 10:48:00,srv-web-02,Web Server,sa-east-1,41.13,45.67,15.59,29.48,0.001,0.0,224,57.8,None,0,0
2026-08-10 10:56:00,srv-web-02,Web Server,sa-east-1,34.48,46.47,19.53,34.55,0.01,0.02,234,54.4,None,0,0
2026-08-10 11:04:00,srv-web-02,Web Server,sa-east-1,39.54,47.31,29.41,36.44,0.034,0.027,253,54.8,None,0,0
2026-08-10 11:12:00,srv-web-02,Web Server,sa-east-1,40.26,46.38,23.14,35.82,0.071,0.054,223,55.6,None,0,0
2026-08-10 11:20:00,srv-web-02,Web Server,sa-east-1,38.23,47.83,19.02,30.21,0.012,0.003,234,53.2,None,0,0
2026-08-10 11:28:00,srv-web-02,Web Server,sa-east-1,39.79,42.86,26.62,35.16,0.097,0.048,254,54.7,None,0,0
2026-08-10 11:36:00,srv-web-02,Web Server,sa-east-1,36.82,49.82,29.42,34.1,0.045,0.033,247,54.7,None,0,0
2026-08-10 11:44:00,srv-web-02,Web Server,sa-east-1,40.12,44.7,25.64,35.86,0.012,0.028,257,55.2,None,0,0
2026-08-10 11:52:00,srv-web-02,Web Server,sa-east-1,36.43,45.97,21.78,31.01,0.017,0.022,239,55.3,None,0,0
2026-08-10 12:00:00,srv-web-02,Web Server,sa-east-1,36.17,47.2,29.17,39.71,0.048,0.015,204,53.2,None,0,0
2026-08-10 12:08:00,srv-web-02,Web Server,sa-east-1,42.96,44.25,23.8,36.62,0.085,0.04,251,56.7,None,0,0
2026-08-10 12:16:00,srv-web-02,Web Server,sa-east-1,40.1,45.95,17.4,33.19,0.062,0.008,216,54.6,None,0,0
2026-08-10 12:24:00,srv-web-02,Web Server,sa-east-1,34.28,46.38,33.24,31.05,0.063,0.008,232,53.9,None,0,0
2026-08-10 12:32:00,srv-web-02,Web Server,sa-east-1,40.82,44.78,24.18,30.96,0.018,0.011,237,55.6,None,0,0
2026-08-10 12:40:00,srv-web-02,Web Server,sa-east-1,40.5,46.78,27.06,29.99,0.01,0.007,209,56.0,None,0,0
2026-08-10 12:48:00,srv-web-02,Web Server,sa-east-1,39.04,43.58,29.53,32.35,0.049,0.003,267,54.2,None,0,0
2026-08-10 12:56:00,srv-web-02,Web Server,sa-east-1,35.45,45.97,26.71,31.89,0.038,0.001,203,53.4,None,0,0
2026-08-10 13:04:00,srv-web-02,Web Server,sa-east-1,36.23,43.5,27.02,36.44,0.004,0.053,193,55.2,None,0,0
2026-08-10 13:12:00,srv-web-02,Web Server,sa-east-1,38.89,38.04,23.89,39.57,0.033,0.01,241,53.8,None,0,0
2026-08-10 13:20:00,srv-web-02,Web Server,sa-east-1,40.2,45.89,25.33,32.07,0.153,0.001,220,55.6,None,0,0
2026-08-10 13:28:00,srv-web-02,Web Server,sa-east-1,40.16,46.88,24.76,33.39,0.019,0.01,219,53.9,None,0,0
2026-08-10 13:36:00,srv-web-02,Web Server,sa-east-1,38.19,45.84,25.9,31.61,0.053,0.005,256,54.7,None,0,0
2026-08-10 13:44:00,srv-web-02,Web Server,sa-east-1,35.4,46.43,19.15,30.49,0.051,0.069,244,52.0,None,0,0
2026-08-10 13:52:00,srv-web-02,Web Server,sa-east-1,33.48,47.23,17.13,31.94,0.001,0.066,271,54.1,None,0,0
2026-08-10 14:00:00,srv-web-02,Web Server,sa-east-1,34.18,45.67,27.31,30.35,0.061,0.019,266,54.1,None,0,0
2026-08-10 14:08:00,srv-web-02,Web Server,sa-east-1,40.49,43.39,33.72,30.76,0.013,0.003,212,53.9,None,0,0
2026-08-10 14:16:00,srv-web-02,Web Server,sa-east-1,36.47,47.74,21.82,31.33,0.021,0.017,245,54.0,None,0,0
2026-08-10 14:24:00,srv-web-02,Web Server,sa-east-1,38.99,45.52,31.8,30.19,0.035,0.005,195,55.9,None,0,0
2026-08-10 14:32:00,srv-web-02,Web Server,sa-east-1,38.62,45.56,21.36,32.35,0.053,0.013,215,54.0,None,0,0
2026-08-10 14:40:00,srv-web-02,Web Server,sa-east-1,40.47,43.22,33.72,29.2,0.028,0.026,211,57.4,None,0,0
2026-08-10 14:48:00,srv-web-02,Web Server,sa-east-1,35.78,43.03,24.16,33.6,0.001,0.009,212,54.7,None,0,0
2026-08-10 14:56:00,srv-web-02,Web Server,sa-east-1,32.4,45.67,31.94,35.13,0.019,0.025,260,52.9,None,0,0
2026-08-10 15:04:00,srv-web-02,Web Server,sa-east-1,37.69,44.86,20.95,32.57,0.052,0.034,227,53.6,None,0,0
2026-08-10 15:12:00,srv-web-02,Web Server,sa-east-1,35.49,45.27,16.02,33.41,0.06,0.017,205,53.9,None,0,0
2026-08-10 15:20:00,srv-web-02,Web Server,sa-east-1,35.77,46.0,21.64,34.65,0.076,0.003,196,52.6,None,0,0
2026-08-10 15:28:00,srv-web-02,Web Server,sa-east-1,35.13,43.2,18.6,32.03,0.022,0.004,213,55.1,None,0,0
2026-08-10 15:36:00,srv-web-02,Web Server,sa-east-1,34.81,45.41,17.18,29.56,0.012,0.031,187,52.5,None,0,0
2026-08-10 15:44:00,srv-web-02,Web Server,sa-east-1,33.83,45.82,12.44,37.26,0.004,0.015,206,52.3,None,0,0
2026-08-10 15:52:00,srv-web-02,Web Server,sa-east-1,35.38,43.18,23.87,30.98,0.049,0.017,190,53.8,None,0,0
2026-08-10 16:00:00,srv-web-02,Web Server,sa-east-1,36.82,46.8,24.88,30.4,0.034,0.004,223,54.9,None,0,0
2026-08-10 16:08:00,srv-web-02,Web Server,sa-east-1,36.49,42.27,19.96,31.53,0.079,0.034,213,51.9,None,0,0
2026-08-10 16:16:00,srv-web-02,Web Server,sa-east-1,29.32,44.62,23.39,31.47,0.081,0.026,175,50.1,None,0,0
2026-08-10 16:24:00,srv-web-02,Web Server,sa-east-1,32.27,45.69,23.72,31.17,0.009,0.048,232,55.6,None,0,0
2026-08-10 16:32:00,srv-web-02,Web Server,sa-east-1,35.92,47.29,14.75,31.93,0.071,0.006,169,54.0,None,0,0
2026-08-10 16:40:00,srv-web-02,Web Server,sa-east-1,30.87,45.86,19.55,28.5,0.075,0.023,176,53.4,None,0,0
2026-08-10 16:48:00,srv-web-02,Web Server,sa-east-1,33.14,44.55,10.97,33.85,0.063,0.041,207,53.6,None,0,0
2026-08-10 16:56:00,srv-web-02,Web Server,sa-east-1,37.68,46.32,19.4,36.97,0.043,0.016,200,54.7,None,0,0
2026-08-10 17:04:00,srv-web-02,Web Server,sa-east-1,27.83,41.1,21.55,30.76,0.006,0.025,211,52.9,None,0,0
2026-08-10 17:12:00,srv-web-02,Web Server,sa-east-1,37.95,48.51,25.02,35.41,0.055,0.045,166,54.7,None,0,0
2026-08-10 17:20:00,srv-web-02,Web Server,sa-east-1,30.45,42.5,13.31,31.27,0.024,0.003,209,51.5,None,0,0
2026-08-10 17:28:00,srv-web-02,Web Server,sa-east-1,26.93,41.77,17.48,30.0,0.006,0.048,154,52.7,None,0,0
2026-08-10 17:36:00,srv-web-02,Web Server,sa-east-1,32.92,41.38,15.34,32.88,0.017,0.007,180,52.3,None,0,0
2026-08-10 17:44:00,srv-web-02,Web Server,sa-east-1,37.95,44.9,21.78,31.03,0.039,0.044,171,52.7,None,0,0
2026-08-10 17:52:00,srv-web-02,Web Server,sa-east-1,28.09,43.44,22.59,32.92,0.281,0.014,151,50.8,None,0,0
2026-08-10 18:00:00,srv-web-02,Web Server,sa-east-1,23.67,42.89,21.63,32.32,0.061,0.008,216,51.7,None,0,0
2026-08-10 18:08:00,srv-web-02,Web Server,sa-east-1,33.85,42.3,12.59,32.77,0.002,0.005,212,55.5,None,0,0
2026-08-10 18:16:00,srv-web-02,Web Server,sa-east-1,23.52,44.01,13.92,30.52,0.043,0.041,139,50.4,None,0,0
2026-08-10 18:24:00,srv-web-02,Web Server,sa-east-1,27.22,45.53,15.72,31.13,0.051,0.012,191,51.5,None,0,0
2026-08-10 18:32:00,srv-web-02,Web Server,sa-east-1,27.46,43.82,30.11,31.93,0.09,0.023,186,52.5,None,0,0
2026-08-10 18:40:00,srv-web-02,Web Server,sa-east-1,30.84,42.03,12.47,32.08,0.005,0.028,153,53.3,None,0,0
2026-08-10 18:48:00,srv-web-02,Web Server,sa-east-1,29.91,41.05,18.98,30.37,0.006,0.011,151,52.0,None,0,0
2026-08-10 18:56:00,srv-web-02,Web Server,sa-east-1,21.32,45.61,18.2,29.41,0.036,0.003,124,50.8,None,0,0
2026-08-10 19:04:00,srv-web-02,Web Server,sa-east-1,30.35,42.48,7.0,29.31,0.067,0.048,157,52.3,None,0,0
2026-08-10 19:12:00,srv-web-02,Web Server,sa-east-1,33.47,44.24,26.64,32.03,0.042,0.062,114,50.9,None,0,0
2026-08-10 19:20:00,srv-web-02,Web Server,sa-east-1,29.57,43.45,23.13,27.25,0.091,0.001,169,52.8,None,0,0
2026-08-10 19:28:00,srv-web-02,Web Server,sa-east-1,24.4,41.63,12.56,28.91,0.041,0.081,147,50.1,None,0,0
2026-08-10 19:36:00,srv-web-02,Web Server,sa-east-1,27.43,43.24,11.3,31.36,0.065,0.051,128,51.3,None,0,0
2026-08-10 19:44:00,srv-web-02,Web Server,sa-east-1,22.46,42.23,14.83,29.29,0.084,0.002,150,50.2,None,0,0
2026-08-10 19:52:00,srv-web-02,Web Server,sa-east-1,29.4,41.57,2.73,27.99,0.0,0.019,181,53.0,None,0,0
2026-08-10 20:00:00,srv-web-02,Web Server,sa-east-1,22.69,42.72,6.95,28.34,0.056,0.005,148,49.0,None,0,0
2026-08-10 20:08:00,srv-web-02,Web Server,sa-east-1,20.25,44.86,16.04,28.08,0.131,0.068,175,50.5,None,0,0
2026-08-10 20:16:00,srv-web-02,Web Server,sa-east-1,23.16,41.13,23.86,31.2,0.007,0.012,160,49.2,None,0,0
2026-08-10 20:24:00,srv-web-02,Web Server,sa-east-1,26.81,44.18,12.85,30.93,0.071,0.008,135,52.3,None,0,0
2026-08-10 20:32:00,srv-web-02,Web Server,sa-east-1,33.48,41.79,9.35,30.0,0.007,0.023,143,52.4,None,0,0
2026-08-10 20:40:00,srv-web-02,Web Server,sa-east-1,18.78,43.65,16.01,27.66,0.017,0.003,141,47.5,None,0,0
2026-08-10 20:48:00,srv-web-02,Web Server,sa-east-1,21.53,45.19,18.84,29.06,0.022,0.04,134,50.3,None,0,0
2026-08-10 20:56:00,srv-web-02,Web Server,sa-east-1,24.35,45.58,10.43,31.12,0.0,0.008,135,49.2,None,0,0
2026-08-10 21:04:00,srv-web-02,Web Server,sa-east-1,24.62,42.33,22.08,28.01,0.05,0.001,125,51.0,None,0,0
2026-08-10 21:12:00,srv-web-02,Web Server,sa-east-1,17.15,44.89,21.09,30.99,0.063,0.001,142,49.5,None,0,0
2026-08-10 21:20:00,srv-web-02,Web Server,sa-east-1,23.97,44.6,24.19,29.38,0.01,0.002,108,50.8,None,0,0
2026-08-10 21:28:00,srv-web-02,Web Server,sa-east-1,17.24,45.21,21.69,27.85,0.004,0.001,110,49.9,None,0,0
2026-08-10 21:36:00,srv-web-02,Web Server,sa-east-1,17.33,41.38,9.8,30.25,0.051,0.052,132,49.6,None,0,0
2026-08-10 21:44:00,srv-web-02,Web Server,sa-east-1,22.45,45.61,19.61,27.8,0.011,0.002,109,51.5,None,0,0
2026-08-10 21:52:00,srv-web-02,Web Server,sa-east-1,24.83,42.34,16.81,28.43,0.02,0.045,82,49.3,None,0,0
2026-08-10 22:00:00,srv-web-02,Web Server,sa-east-1,26.38,42.51,16.29,28.98,0.019,0.008,158,52.5,None,0,0
2026-08-10 22:08:00,srv-web-02,Web Server,sa-east-1,17.02,44.98,11.87,29.69,0.124,0.012,151,48.3,None,0,0
2026-08-10 22:16:00,srv-web-02,Web Server,sa-east-1,25.59,45.33,16.29,27.24,0.007,0.031,122,50.0,None,0,0
2026-08-10 22:24:00,srv-web-02,Web Server,sa-east-1,26.67,42.71,21.21,30.79,0.011,0.005,126,51.4,None,0,0
2026-08-10 22:32:00,srv-web-02,Web Server,sa-east-1,20.16,44.85,14.86,29.87,0.018,0.011,151,48.4,None,0,0
2026-08-10 22:40:00,srv-web-02,Web Server,sa-east-1,20.55,42.72,14.99,28.31,0.014,0.004,86,50.2,None,0,0
2026-08-10 22:48:00,srv-web-02,Web Server,sa-east-1,23.25,43.59,14.8,31.44,0.121,0.003,158,51.7,None,0,0
2026-08-10 22:56:00,srv-web-02,Web Server,sa-east-1,21.11,42.59,14.54,27.94,0.042,0.072,150,51.6,None,0,0
2026-08-10 23:04:00,srv-web-02,Web Server,sa-east-1,22.19,44.04,14.11,30.78,0.051,0.02,79,50.9,None,0,0
2026-08-10 23:12:00,srv-web-02,Web Server,sa-east-1,20.26,43.67,16.61,27.65,0.032,0.006,117,50.5,None,0,0
2026-08-10 23:20:00,srv-web-02,Web Server,sa-east-1,20.54,44.14,15.75,26.39,0.027,0.175,118,50.4,None,0,0
2026-08-10 23:28:00,srv-web-02,Web Server,sa-east-1,18.01,45.59,7.17,26.41,0.041,0.015,110,49.6,None,0,0
2026-08-10 23:36:00,srv-web-02,Web Server,sa-east-1,24.85,42.4,11.42,31.79,0.086,0.027,94,51.5,None,0,0
2026-08-10 23:44:00,srv-web-02,Web Server,sa-east-1,24.37,43.68,16.65,32.45,0.05,0.075,140,52.3,None,0,0
2026-08-10 23:52:00,srv-web-02,Web Server,sa-east-1,23.79,41.79,15.29,30.36,0.029,0.009,156,49.6,None,0,0
2026-08-11 00:00:00,srv-web-02,Web Server,sa-east-1,17.16,43.42,8.27,31.47,0.001,0.008,113,49.6,None,0,0
2026-08-11 00:08:00,srv-web-02,Web Server,sa-east-1,17.81,46.44,25.04,31.46,0.024,0.001,76,50.6,None,0,0
2026-08-11 00:16:00,srv-web-02,Web Server,sa-east-1,21.43,42.64,9.5,31.18,0.031,0.066,136,52.3,None,0,0
2026-08-11 00:24:00,srv-web-02,Web Server,sa-east-1,17.86,40.54,10.13,31.61,0.004,0.021,139,48.4,None,0,0
2026-08-11 00:32:00,srv-web-02,Web Server,sa-east-1,21.7,43.67,11.02,25.59,0.009,0.043,111,50.4,None,0,0
2026-08-11 00:40:00,srv-web-02,Web Server,sa-east-1,23.32,38.9,14.63,28.99,0.003,0.006,117,51.3,None,0,0
2026-08-11 00:48:00,srv-web-02,Web Server,sa-east-1,14.66,37.53,6.06,30.66,0.014,0.002,169,48.6,None,0,0
2026-08-11 00:56:00,srv-web-02,Web Server,sa-east-1,24.83,42.72,3.4,28.8,0.012,0.006,137,48.3,None,0,0
2026-08-11 01:04:00,srv-web-02,Web Server,sa-east-1,18.91,42.05,17.46,33.43,0.003,0.043,75,49.4,None,0,0
2026-08-11 01:12:00,srv-web-02,Web Server,sa-east-1,20.24,43.3,27.36,26.48,0.06,0.009,139,50.6,None,0,0
2026-08-11 01:20:00,srv-web-02,Web Server,sa-east-1,20.03,44.62,18.84,30.02,0.03,0.023,139,49.1,None,0,0
2026-08-11 01:28:00,srv-web-02,Web Server,sa-east-1,23.19,43.41,17.79,30.08,0.007,0.034,146,50.7,None,0,0
2026-08-11 01:36:00,srv-web-02,Web Server,sa-east-1,20.64,41.49,18.7,31.02,0.007,0.013,167,51.4,None,0,0
2026-08-11 01:44:00,srv-web-02,Web Server,sa-east-1,30.28,39.54,13.23,27.91,0.028,0.006,137,52.4,None,0,0
2026-08-11 01:52:00,srv-web-02,Web Server,sa-east-1,16.39,44.05,8.76,31.5,0.041,0.038,122,48.8,None,0,0
2026-08-11 02:00:00,srv-web-02,Web Server,sa-east-1,20.06,44.1,21.87,32.04,0.065,0.014,141,46.8,None,0,0
2026-08-11 02:08:00,srv-web-02,Web Server,sa-east-1,26.92,43.32,17.24,28.68,0.018,0.027,165,50.4,None,0,0
2026-08-11 02:16:00,srv-web-02,Web Server,sa-east-1,23.48,45.49,22.46,31.22,0.047,0.026,124,51.2,None,0,0
2026-08-11 02:24:00,srv-web-02,Web Server,sa-east-1,23.72,45.0,20.96,29.66,0.19,0.008,133,51.9,None,0,0
2026-08-11 02:32:00,srv-web-02,Web Server,sa-east-1,22.27,45.11,15.99,28.49,0.023,0.014,135,51.0,None,0,0
2026-08-11 02:40:00,srv-web-02,Web Server,sa-east-1,32.04,41.97,13.7,28.29,0.054,0.004,128,52.1,None,0,0
2026-08-11 02:48:00,srv-web-02,Web Server,sa-east-1,24.72,44.1,12.05,31.84,0.004,0.001,181,51.8,None,0,0
2026-08-11 02:56:00,srv-web-02,Web Server,sa-east-1,25.42,39.02,11.44,26.94,0.052,0.025,152,50.8,None,0,0
2026-08-11 03:04:00,srv-web-02,Web Server,sa-east-1,22.82,50.11,19.83,29.56,0.009,0.019,156,50.1,None,0,0
2026-08-11 03:12:00,srv-web-02,Web Server,sa-east-1,25.75,41.49,25.1,28.03,0.007,0.01,125,51.0,None,0,0
2026-08-11 03:20:00,srv-web-02,Web Server,sa-east-1,24.39,42.79,18.69,34.55,0.003,0.008,179,49.7,None,0,0
2026-08-11 03:28:00,srv-web-02,Web Server,sa-east-1,30.23,39.96,21.31,28.0,0.002,0.089,122,52.9,None,0,0
2026-08-11 03:36:00,srv-web-02,Web Server,sa-east-1,27.91,44.54,13.04,31.67,0.127,0.0,127,51.5,None,0,0
2026-08-11 03:44:00,srv-web-02,Web Server,sa-east-1,22.95,43.06,13.94,30.35,0.038,0.005,137,49.2,None,0,0
2026-08-11 03:52:00,srv-web-02,Web Server,sa-east-1,28.84,46.71,19.6,30.53,0.009,0.011,165,50.2,None,0,0
2026-08-11 04:00:00,srv-web-02,Web Server,sa-east-1,27.12,40.29,18.01,32.67,0.073,0.019,189,51.6,None,0,0
2026-08-11 04:08:00,srv-web-02,Web Server,sa-east-1,32.26,42.93,12.28,28.18,0.021,0.042,143,53.9,None,0,0
2026-08-11 04:16:00,srv-web-02,Web Server,sa-east-1,20.59,48.2,11.53,31.44,0.004,0.001,169,49.6,None,0,0
2026-08-11 04:24:00,srv-web-02,Web Server,sa-east-1,30.22,44.99,17.01,31.52,0.026,0.009,171,51.7,None,0,0
2026-08-11 04:32:00,srv-web-02,Web Server,sa-east-1,26.34,43.22,9.21,32.15,0.007,0.015,205,51.6,None,0,0
2026-08-11 04:40:00,srv-web-02,Web Server,sa-east-1,27.76,43.42,27.48,32.25,0.018,0.012,178,51.6,None,0,0
2026-08-11 04:48:00,srv-web-02,Web Server,sa-east-1,25.97,43.36,9.14,30.72,0.003,0.03,157,50.7,None,0,0
2026-08-11 04:56:00,srv-web-02,Web Server,sa-east-1,27.75,46.48,16.66,33.01,0.067,0.015,163,50.7,None,0,0
2026-08-11 05:04:00,srv-web-02,Web Server,sa-east-1,35.28,45.54,25.71,31.77,0.088,0.015,181,53.2,None,0,0
2026-08-11 05:12:00,srv-web-02,Web Server,sa-east-1,29.78,43.13,12.34,30.51,0.041,0.012,142,51.8,None,0,0
2026-08-11 05:20:00,srv-web-02,Web Server,sa-east-1,26.44,45.2,20.22,34.5,0.029,0.03,143,51.9,None,0,0
2026-08-11 05:28:00,srv-web-02,Web Server,sa-east-1,29.57,41.15,18.16,31.15,0.005,0.015,172,52.1,None,0,0
2026-08-11 05:36:00,srv-web-02,Web Server,sa-east-1,30.77,42.24,25.23,31.81,0.033,0.004,175,52.5,None,0,0
2026-08-11 05:44:00,srv-web-02,Web Server,sa-east-1,24.23,43.34,16.41,29.98,0.013,0.031,231,53.8,None,0,0
2026-08-11 05:52:00,srv-web-02,Web Server,sa-east-1,30.95,41.65,13.37,31.89,0.004,0.009,178,51.1,None,0,0
2026-08-11 06:00:00,srv-web-02,Web Server,sa-east-1,38.34,45.04,28.19,32.93,0.01,0.026,114,56.0,None,0,0
2026-08-11 06:08:00,srv-web-02,Web Server,sa-east-1,30.38,48.01,18.06,31.11,0.065,0.011,121,53.0,None,0,0
2026-08-11 06:16:00,srv-web-02,Web Server,sa-east-1,28.35,44.22,28.2,28.98,0.112,0.038,156,54.2,None,0,0
2026-08-11 06:24:00,srv-web-02,Web Server,sa-east-1,29.71,43.17,18.05,27.92,0.038,0.019,142,51.9,None,0,0
2026-08-11 06:32:00,srv-web-02,Web Server,sa-east-1,25.77,45.62,23.84,29.26,0.062,0.01,184,50.5,None,0,0
2026-08-11 06:40:00,srv-web-02,Web Server,sa-east-1,34.96,44.35,27.48,33.23,0.009,0.025,222,53.8,None,0,0
2026-08-11 06:48:00,srv-web-02,Web Server,sa-east-1,32.15,41.55,17.86,29.54,0.071,0.023,184,53.2,None,0,0
2026-08-11 06:56:00,srv-web-02,Web Server,sa-east-1,31.95,47.47,9.83,29.26,0.076,0.004,180,51.0,None,0,0
2026-08-11 07:04:00,srv-web-02,Web Server,sa-east-1,34.8,47.38,13.82,32.29,0.011,0.092,223,54.3,None,0,0
2026-08-11 07:12:00,srv-web-02,Web Server,sa-east-1,36.49,43.7,17.44,34.17,0.051,0.052,202,52.5,None,0,0
2026-08-11 07:20:00,srv-web-02,Web Server,sa-east-1,30.82,44.74,30.7,29.47,0.021,0.117,180,53.3,None,0,0
2026-08-11 07:28:00,srv-web-02,Web Server,sa-east-1,24.95,44.09,16.12,35.98,0.011,0.026,202,49.8,None,0,0
2026-08-11 07:36:00,srv-web-02,Web Server,sa-east-1,30.02,42.18,18.93,32.52,0.016,0.024,178,55.1,None,0,0
2026-08-11 07:44:00,srv-web-02,Web Server,sa-east-1,34.41,43.98,18.47,30.47,0.002,0.003,204,55.0,None,0,0
2026-08-11 07:52:00,srv-web-02,Web Server,sa-east-1,30.31,44.13,31.75,28.78,0.036,0.016,206,54.1,None,0,0
2026-08-11 08:00:00,srv-web-02,Web Server,sa-east-1,27.79,44.12,28.39,29.02,0.033,0.015,188,52.7,None,0,0
2026-08-11 08:08:00,srv-web-02,Web Server,sa-east-1,38.14,47.52,17.47,30.65,0.033,0.058,254,54.3,None,0,0
2026-08-11 08:16:00,srv-web-02,Web Server,sa-east-1,33.55,45.34,25.09,31.77,0.002,0.05,187,53.6,None,0,0
2026-08-11 08:24:00,srv-web-02,Web Server,sa-east-1,36.91,43.17,17.84,32.8,0.094,0.003,289,55.9,None,0,0
2026-08-11 08:32:00,srv-web-02,Web Server,sa-east-1,34.89,44.37,24.56,30.95,0.01,0.017,202,55.4,None,0,0
2026-08-11 08:40:00,srv-web-02,Web Server,sa-east-1,38.34,46.04,29.56,31.52,0.032,0.004,226,56.8,None,0,0
2026-08-11 08:48:00,srv-web-02,Web Server,sa-east-1,33.63,44.36,29.97,34.01,0.04,0.008,259,52.8,None,0,0
2026-08-11 08:56:00,srv-web-02,Web Server,sa-east-1,40.34,46.06,20.0,29.69,0.129,0.005,228,56.6,None,0,0
2026-08-11 09:04:00,srv-web-02,Web Server,sa-east-1,35.29,42.77,13.55,32.58,0.01,0.006,261,54.8,None,0,0
2026-08-11 09:12:00,srv-web-02,Web Server,sa-east-1,39.12,44.8,27.16,32.97,0.026,0.0,250,55.4,None,0,0
2026-08-11 09:20:00,srv-web-02,Web Server,sa-east-1,45.32,47.25,24.29,32.82,0.065,0.014,192,56.5,None,0,0
2026-08-11 09:28:00,srv-web-02,Web Server,sa-east-1,39.6,45.94,32.27,31.63,0.035,0.006,228,55.7,None,0,0
2026-08-11 09:36:00,srv-web-02,Web Server,sa-east-1,36.0,46.12,23.73,33.84,0.0,0.002,220,56.0,None,0,0
2026-08-11 09:44:00,srv-web-02,Web Server,sa-east-1,31.3,41.82,28.3,29.56,0.002,0.022,258,52.8,None,0,0
2026-08-11 09:52:00,srv-web-02,Web Server,sa-east-1,35.83,48.05,28.32,30.29,0.009,0.0,177,55.6,None,0,0
2026-08-11 10:00:00,srv-web-02,Web Server,sa-east-1,38.97,46.6,31.07,33.76,0.016,0.063,237,54.5,None,0,0
2026-08-11 10:08:00,srv-web-02,Web Server,sa-east-1,42.63,46.33,32.72,33.26,0.006,0.038,270,54.5,None,0,0
2026-08-11 10:16:00,srv-web-02,Web Server,sa-east-1,31.64,44.74,24.88,34.84,0.026,0.033,218,50.0,None,0,0
2026-08-11 10:24:00,srv-web-02,Web Server,sa-east-1,46.52,46.24,32.17,34.86,0.023,0.007,229,56.8,None,0,0
2026-08-11 10:32:00,srv-web-02,Web Server,sa-east-1,41.31,42.7,23.48,32.67,0.052,0.006,237,57.0,None,0,0
2026-08-11 10:40:00,srv-web-02,Web Server,sa-east-1,45.57,44.81,29.9,28.9,0.011,0.001,194,57.1,None,0,0
2026-08-11 10:48:00,srv-web-02,Web Server,sa-east-1,37.47,48.05,28.81,29.85,0.005,0.029,264,54.2,None,0,0
2026-08-11 10:56:00,srv-web-02,Web Server,sa-east-1,37.52,43.36,20.03,31.15,0.009,0.001,256,56.5,None,0,0
2026-08-11 11:04:00,srv-web-02,Web Server,sa-east-1,44.42,46.02,21.93,30.29,0.005,0.018,283,57.4,None,0,0
2026-08-11 11:12:00,srv-web-02,Web Server,sa-east-1,38.83,45.61,25.88,34.95,0.002,0.055,241,54.1,None,0,0
2026-08-11 11:20:00,srv-web-02,Web Server,sa-east-1,40.08,44.77,23.94,32.12,0.023,0.014,247,56.0,None,0,0
2026-08-11 11:28:00,srv-web-02,Web Server,sa-east-1,35.25,42.38,33.19,37.1,0.079,0.013,229,54.1,None,0,0
2026-08-11 11:36:00,srv-web-02,Web Server,sa-east-1,37.54,46.55,27.56,35.61,0.083,0.005,253,55.1,None,0,0
2026-08-11 11:44:00,srv-web-02,Web Server,sa-east-1,40.2,47.83,20.83,33.99,0.01,0.006,224,55.7,None,0,0
2026-08-11 11:52:00,srv-web-02,Web Server,sa-east-1,40.67,44.79,30.09,34.59,0.024,0.024,215,55.5,None,0,0
2026-08-11 12:00:00,srv-web-02,Web Server,sa-east-1,34.15,49.2,24.4,31.21,0.09,0.033,240,54.1,None,0,0
2026-08-11 12:08:00,srv-web-02,Web Server,sa-east-1,35.62,45.84,24.59,31.93,0.015,0.019,252,56.1,None,0,0
2026-08-11 12:16:00,srv-web-02,Web Server,sa-east-1,40.36,48.82,29.67,32.24,0.007,0.001,214,55.2,None,0,0
2026-08-11 12:24:00,srv-web-02,Web Server,sa-east-1,39.44,44.68,29.75,30.14,0.034,0.003,217,54.8,None,0,0
2026-08-11 12:32:00,srv-web-02,Web Server,sa-east-1,34.49,44.63,24.51,31.52,0.0,0.028,243,52.4,None,0,0
2026-08-11 12:40:00,srv-web-02,Web Server,sa-east-1,43.87,45.7,22.64,26.74,0.032,0.022,260,57.1,None,0,0
